pedido_id,cliente_id,produto_id,quantidade,valor,data_pedido
1622,939,9337,8,9768.0,2026-05-04
1623,1253,9609,10,15192.9,2026-07-05
1624,1262,9044,7,31237.78,2026-02-20
1625,1185,9158,1,997.68,2026-04-17
1626,681,9953,9,21370.5,2026-01-19
1627,1105,9742,1,3473.02,2026-02-19
1628,1219,9476,6,9667.32,2026-03-16
1629,618,9650,7,24159.94,2026-09-07
1630,1499,9385,10,28430.0,2026-10-28
1631,1341,9060,2,5967.2,2026-04-24
1632,1424,9449,7,29369.13,2026-05-31
1633,1217,9948,1,745.79,2026-11-08
1634,1182,9601,8,26555.36,2026-05-18
1635,802,9487,7,24989.79,2026-05-15
1636,820,9151,2,5990.8,2026-07-19
1637,1005,9093,6,20992.62,2026-07-14
1638,1080,9582,8,26904.0,2026-04-30
1639,783,9282,4,310.92,2026-11-20
1640,1404,9749,3,1473.63,2026-02-11
1641,988,9805,4,16758.32,2026-04-19
1642,1428,9556,5,15189.6,2026-09-21
1643,1325,9302,3,6405.15,2026-04-04
1644,952,9273,7,6286.42,2026-03-16
1645,1294,9834,9,9443.07,2026-11-01
1646,1446,9801,8,29915.84,2026-07-20
1647,1443,9440,9,31367.61,2026-03-30
1648,502,9974,5,24988.3,2026-06-01
1649,872,9463,1,62.87,2026-01-31
1650,1004,9708,5,5015.25,2026-04-01
1651,752,9055,6,18501.6,2026-03-23
1652,1224,9322,4,4743.32,2026-05-09
1653,1099,9204,9,2802.42,2026-11-28
1654,983,9266,3,12450.33,2026-03-29
1655,699,9981,5,17201.55,2026-12-17
1656,924,9047,7,6865.95,2026-04-08
1657,704,9644,4,11037.96,2026-01-03
1658,964,9505,3,9173.82,2026-11-17
1659,943,9481,7,30261.21,2026-11-10
1660,504,9479,8,35600.96,2026-04-12
1661,581,9587,7,16655.8,2026-01-25
1662,1103,9803,8,23495.2,2026-11-17
1663,719,9968,7,1065.26,2026-11-07
1664,521,9553,5,4909.8,2026-09-09
1665,1304,9353,3,9151.32,2026-05-13
1666,791,9185,8,24275.6,2026-11-17
1667,1285,9371,1,1247.32,2026-05-07
1668,827,9135,1,596.15,2026-01-16
1669,1409,9563,10,6283.4,2026-06-08
1670,871,9645,7,2865.94,2026-10-23
1671,520,9768,9,29509.11,2026-09-18
1672,1269,9507,6,21319.38,2026-03-11
1673,1374,9917,5,23413.5,2026-03-16
1674,840,9005,2,4424.82,2026-01-24
1675,1264,9485,2,4222.18,2026-06-17
1676,1398,9317,10,30019.0,2026-08-19
1677,1149,9548,4,4554.68,2026-04-06
1678,648,9853,9,38801.61,2026-03-24
1679,1035,9651,3,2462.52,2026-11-04
1680,1273,9112,2,5669.48,2026-02-20
1681,1190,9419,7,24574.48,2026-02-13
1682,898,9199,7,33839.68,2026-11-08
1683,513,9634,6,13845.78,2026-12-22
1684,567,9868,5,3529.15,2026-02-14
1685,531,9416,3,13536.66,2026-11-10
1686,1406,9706,4,3365.36,2026-10-04
1687,989,9680,2,8551.06,2026-12-20
1688,1300,9830,8,33276.56,2026-06-01
1689,1224,9130,8,25432.24,2026-07-23
1690,571,9134,8,24715.76,2026-05-11
1691,1311,9906,8,16083.44,2026-08-09
1692,601,9632,6,21602.04,2026-02-03
1693,593,9733,3,7211.34,2026-05-09
1694,857,9083,2,7784.3,2026-06-29
1695,512,9266,7,29847.72,2026-06-26
1696,1409,9859,10,10657.9,2026-07-28
1697,748,9008,10,46595.2,2026-03-26
1698,1463,9969,4,5892.76,2026-03-07
1699,1332,9409,4,618.84,2026-02-14
1700,1121,9774,2,2828.62,2026-05-06
1701,1083,9075,5,3087.25,2026-06-05
1702,823,9515,1,544.78,2026-04-27
1703,1205,9760,1,3800.74,2026-08-08
1704,588,9206,3,5936.49,2026-11-01
1705,1401,9240,6,26952.24,2026-01-16
1706,1380,9098,9,43099.92,2026-12-04
1707,526,9824,8,21975.36,2026-10-08
1708,807,9719,4,2184.32,2026-01-16
1709,1257,9889,9,15477.03,2026-06-24
1710,1023,9989,8,784.72,2026-07-25
1711,582,9555,5,13940.3,2026-05-30
1712,850,9042,5,14053.7,2026-11-10
1713,575,9892,1,202.21,2026-07-15
1714,924,9134,4,4792.4,2026-05-16
1715,1294,9476,4,12608.24,2026-06-16
1716,1052,9192,3,1068.45,2026-10-12
1717,1336,9082,5,17305.15,2026-11-20
1718,656,9021,2,916.48,2026-12-29
1719,1067,9931,4,17526.92,2026-10-29
1720,787,9333,7,6342.98,2026-03-08
1721,1476,9971,10,48691.8,2026-07-27
1722,862,9856,9,16556.58,2026-07-05
1723,1123,9953,1,4394.78,2026-11-18
1724,519,9418,8,15476.64,2026-02-09
1725,1320,9563,4,2827.64,2026-12-04
1726,1387,9532,10,18291.7,2026-11-28
1727,1178,9494,5,22795.8,2026-03-07
1728,683,9420,3,6960.96,2026-11-06
1729,548,9660,5,20105.45,2026-02-14
1730,1061,9442,4,7541.68,2026-01-06
1731,951,9259,2,9521.4,2026-03-08
1732,982,9509,1,4983.67,2026-06-08
1733,1214,9530,8,19676.96,2026-05-21
1734,1388,9600,5,6334.25,2026-01-16
1735,1187,9500,1,1795.5,2026-09-20
1736,942,9745,4,9045.2,2026-06-02
1737,613,9199,2,1069.44,2026-06-27
1738,1460,9070,9,39755.88,2026-09-25
1739,1057,9294,5,13170.25,2026-07-03
1740,824,9411,8,8791.6,2026-08-31
1741,945,9490,4,3730.88,2026-02-21
1742,1476,9082,3,14671.32,2026-09-26
1743,852,9257,8,165.44,2026-01-23
1744,1240,9674,8,26524.96,2026-05-15
1745,1144,9813,2,9673.86,2026-10-29
1746,899,9058,6,9510.6,2026-02-11
1747,1280,9322,4,7016.08,2026-04-27
1748,602,9468,5,4201.7,2026-05-25
1749,598,9707,2,1553.86,2026-08-10
1750,1294,9698,2,1703.0,2026-12-18
1751,1239,9610,2,4375.58,2026-01-28
1752,1205,9024,4,3860.76,2026-08-05
1753,722,9991,7,5534.69,2026-08-31
1754,1291,9396,1,1836.36,2026-06-14
1755,971,9064,2,2927.36,2026-07-24
1756,1480,9542,2,5812.92,2026-01-20
1757,1127,9923,8,26203.84,2026-09-15
1758,1260,9972,2,455.54,2026-06-22
1759,708,9694,6,5325.48,2026-03-05
1760,662,9821,7,1025.92,2026-06-15
1761,1187,9077,4,18038.2,2026-03-07
1762,615,9596,3,12946.56,2026-06-29
1763,1283,9201,1,1256.33,2026-11-24
1764,1403,9606,6,13960.74,2026-11-04
1765,1233,9477,9,22906.44,2026-07-10
1766,1339,9846,7,25005.75,2026-12-07
1767,1147,9560,1,2963.24,2026-07-24
1768,1419,9469,3,2471.64,2026-01-12
1769,844,9115,3,12222.72,2026-08-13
1770,1461,9356,4,12182.48,2026-04-12
1771,549,9314,1,3338.51,2026-01-12
1772,829,9566,2,9739.18,2026-11-20
1773,1414,9735,1,430.09,2026-12-05
1774,1352,9372,9,28157.04,2026-10-19
1775,835,9776,8,15292.8,2026-03-03
1776,1170,9658,9,18728.28,2026-09-21
1777,852,9243,2,3956.26,2026-11-23
1778,562,9769,6,22683.42,2026-04-11
1779,802,9352,10,43105.7,2026-02-07
1780,985,9346,8,35089.04,2026-10-10
1781,789,9485,6,23597.46,2026-01-30
1782,1287,9121,9,34761.51,2026-02-03
1783,1494,9420,8,21720.08,2026-09-09
1784,1406,9144,10,1012.2,2026-02-11
1785,833,9749,10,13383.0,2026-01-11
1786,847,9023,8,11074.24,2026-01-15
1787,617,9541,5,1922.2,2026-10-05
1788,811,9801,5,23032.05,2026-03-19
1789,1361,9799,7,2907.73,2026-09-15
1790,651,9076,7,30155.09,2026-03-09
1791,1311,9274,8,4412.24,2026-06-30
1792,1140,9190,1,65.58,2026-05-31
1793,1438,9049,6,9798.3,2026-06-10
1794,1094,9071,9,17340.48,2026-01-14
1795,989,9783,7,14921.9,2026-08-25
1796,1137,9269,5,937.5,2026-04-27
1797,1125,9323,4,9232.52,2026-12-22
1798,767,9306,4,4484.68,2026-04-26
1799,1482,9603,10,43680.6,2026-06-06
1800,600,9288,1,1512.31,2026-09-11
1801,1104,9715,1,712.49,2026-01-29
1802,624,9382,8,3423.76,2026-11-04
1803,818,9251,6,17560.08,2026-12-23
1804,1382,9145,1,1433.05,2026-09-22
1805,1156,9226,4,15526.04,2026-06-02
1806,543,9746,1,4525.93,2026-07-28
1807,998,9993,2,1803.4,2026-05-22
1808,1032,9867,1,38.09,2026-12-09
1809,1437,9720,9,6486.93,2026-08-15
1810,1331,9079,8,35336.48,2026-02-10
1811,1434,9093,4,19004.08,2026-09-10
1812,1159,9598,7,25083.1,2026-04-22
1813,1119,9588,9,9783.81,2026-10-15
1814,1014,9489,9,16415.46,2026-12-08
1815,1408,9937,1,2749.59,2026-02-13
1816,929,9569,5,7906.0,2026-03-13
1817,1303,9837,2,3604.96,2026-09-28
1818,849,9144,9,15092.19,2026-01-31
1819,1018,9791,1,1096.29,2026-02-04
1820,1261,9914,1,272.23,2026-03-22
1821,1157,9288,8,7749.92,2026-12-20
1822,1277,9454,5,15906.55,2026-04-08
1823,884,9013,3,1246.71,2026-03-24
1824,1193,9844,9,32729.04,2026-12-17
1825,749,9024,6,27138.36,2026-12-21
1826,1034,9079,5,7784.2,2026-03-16
1827,790,9031,4,18036.28,2026-12-05
1828,1482,9881,3,7016.16,2026-02-21
1829,947,9777,1,1053.9,2026-03-12
1830,1030,9720,10,34675.0,2026-12-07
1831,961,9546,5,17249.5,2026-04-07
1832,751,9480,6,6082.14,2026-06-15
1833,1209,9826,8,18700.4,2026-11-03
1834,865,9158,8,25001.76,2026-01-30
1835,596,9088,6,20815.14,2026-06-27
1836,1178,9373,6,8599.68,2026-03-22
1837,1106,9338,10,3568.6,2026-08-03
1838,1377,9696,2,2404.32,2026-07-29
1839,1447,9904,3,11811.51,2026-12-21
1840,1040,9636,4,1345.08,2026-01-25
1841,523,9247,5,12985.55,2026-12-27
1842,634,9910,7,19186.79,2026-05-26
1843,1232,9306,4,18224.12,2026-02-12
1844,934,9930,1,1516.19,2026-03-04
1845,1130,9237,6,25158.42,2026-08-24
1846,1114,9452,10,2423.6,2026-09-18
1847,709,9511,3,10340.13,2026-08-30
1848,1304,9739,5,14474.15,2026-04-11
1849,828,9345,8,7494.8,2026-03-12
1850,567,9282,10,14378.2,2026-07-19
1851,1196,9741,3,7648.8,2026-03-07
1852,669,9784,8,13794.4,2026-03-16
1853,775,9536,5,12950.95,2026-01-26
1854,548,9972,2,669.3,2026-10-22
1855,515,9961,2,9152.2,2026-06-25
1856,1093,9636,6,27627.78,2026-04-24
1857,883,9131,4,13391.12,2026-01-31
1858,1430,9575,7,34707.47,2026-08-20
1859,522,9143,9,43121.43,2026-05-28
1860,784,9780,5,4133.0,2026-04-19
1861,1443,9113,1,280.9,2026-05-27
1862,1072,9101,9,3496.05,2026-11-17
1863,1139,9583,6,20014.92,2026-09-10
1864,676,9448,5,13941.2,2026-12-14
1865,1339,9920,7,20892.9,2026-02-25
1866,1201,9621,3,10612.59,2026-09-25
1867,938,9478,1,4189.84,2026-11-02
1868,1035,9842,8,33574.4,2026-05-13
1869,754,9828,8,13759.84,2026-12-08
1870,1293,9346,8,37039.52,2026-12-01
1871,572,9041,3,544.77,2026-03-21
1872,1431,9288,1,2727.85,2026-05-08
1873,1378,9090,7,13049.82,2026-09-05
1874,1110,9417,8,4372.08,2026-12-31
1875,1326,9840,5,14906.75,2026-03-13
1876,747,9194,9,37231.02,2026-11-25
1877,825,9188,5,12141.7,2026-12-03
1878,1335,9582,9,2839.32,2026-10-31
1879,789,9455,5,8129.65,2026-09-15
1880,699,9176,2,1927.84,2026-06-25
1881,634,9375,5,21185.45,2026-08-23
1882,510,9207,6,20253.78,2026-05-02
1883,779,9270,5,15003.55,2026-01-08
1884,622,9026,2,2269.2,2026-02-14
1885,1110,9677,9,22043.79,2026-01-21
1886,684,9650,4,3161.6,2026-02-03
1887,1474,9353,2,8577.72,2026-06-27
1888,1220,9694,4,19764.88,2026-05-01
1889,558,9006,10,39562.7,2026-06-30
1890,1498,9968,9,41432.58,2026-07-05
1891,937,9842,9,21542.76,2026-06-29
1892,1172,9389,2,8526.04,2026-02-24
1893,644,9326,4,16698.76,2026-12-26
1894,1262,9904,7,22230.88,2026-04-03
1895,780,9908,7,11695.6,2026-02-17
1896,1398,9701,3,14003.46,2026-11-14
1897,910,9751,9,38941.02,2026-09-21
1898,953,9339,2,636.88,2026-08-27
1899,1073,9154,7,23138.22,2026-08-14
1900,1095,9110,4,18343.12,2026-11-19
1901,1009,9420,10,24345.7,2026-09-01
1902,1404,9302,6,22489.68,2026-11-08
1903,595,9172,4,8197.92,2026-12-18
1904,891,9276,5,22729.75,2026-03-09
1905,1414,9723,10,6895.9,2026-07-26
1906,1049,9183,3,12364.02,2026-08-23
1907,641,9393,8,11427.52,2026-10-23
1908,1099,9188,10,10482.3,2026-06-16
1909,838,9555,6,9167.28,2026-08-17
1910,550,9048,5,14786.6,2026-01-18
1911,1385,9240,9,14868.9,2026-08-20
1912,540,9680,7,13210.68,2026-10-08
1913,1337,9497,4,18965.44,2026-10-05
1914,1241,9927,5,16224.8,2026-06-13
1915,1372,9619,5,18938.2,2026-01-30
1916,1078,9154,2,974.06,2026-05-17
1917,1148,9402,1,4801.56,2026-10-17
1918,872,9241,7,21653.73,2026-10-07
1919,1096,9225,5,20684.05,2026-05-28
1920,1217,9544,1,743.7,2026-11-05
1921,1410,9006,6,27700.44,2026-12-17
1922,1126,9195,10,24901.8,2026-12-30
1923,787,9303,2,875.64,2026-03-29
1924,1150,9332,7,22117.76,2026-01-13
1925,688,9521,2,429.66,2026-03-19
1926,1359,9033,3,13642.44,2026-04-02
1927,759,9450,10,8254.0,2026-02-08
1928,1376,9472,3,5387.37,2026-10-10
1929,809,9690,2,9025.86,2026-07-28
1930,562,9060,8,18676.88,2026-04-16
1931,513,9382,5,7605.65,2026-09-22
1932,759,9146,6,26869.74,2026-12-06
1933,1112,9042,1,2876.75,2026-03-16
1934,557,9798,8,25415.6,2026-04-21
1935,593,9687,10,39888.7,2026-03-06
1936,1095,9407,1,4700.62,2026-01-08
1937,1497,9580,5,21283.25,2026-08-31
1938,519,9041,8,27269.04,2026-09-02
1939,585,9450,7,2424.8,2026-05-24
1940,1405,9639,7,17240.3,2026-10-19
1941,1161,9370,2,9684.72,2026-03-13
1942,1488,9054,6,5393.22,2026-05-17
1943,839,9187,3,1996.74,2026-06-18
1944,581,9512,2,4435.58,2026-09-04
1945,562,9856,5,23312.7,2026-03-29
1946,1273,9336,4,3846.24,2026-09-25
1947,658,9039,4,12495.68,2026-08-28
1948,1384,9339,7,30565.15,2026-01-08
1949,767,9860,6,15891.9,2026-09-17
1950,1057,9160,4,10844.72,2026-01-14
1951,1412,9945,4,4204.48,2026-08-20
1952,804,9779,1,3983.46,2026-08-29
1953,859,9365,6,8103.42,2026-01-07
1954,827,9804,5,22482.8,2026-03-13
1955,1150,9311,8,5754.72,2026-10-12
1956,1449,9188,8,4588.4,2026-03-13
1957,1361,9025,1,1280.18,2026-05-20
1958,1057,9212,1,1280.29,2026-02-17
1959,837,9888,10,46250.0,2026-12-27
1960,1219,9069,8,136.0,2026-08-05
1961,1075,9645,8,38230.48,2026-08-16
1962,1059,9874,1,761.75,2026-07-26
1963,1106,9215,5,21515.2,2026-09-16
1964,1414,9064,6,29673.84,2026-06-03
1965,1494,9210,7,6654.9,2026-10-11
1966,1424,9824,10,20738.1,2026-07-21
1967,1500,9375,2,4243.7,2026-10-09
1968,955,9163,3,12668.97,2026-02-27
1969,1167,9805,8,31576.32,2026-03-03
1970,796,9535,8,17518.56,2026-06-02
1971,1011,9750,7,11327.26,2026-08-08
1972,1324,9594,5,8397.25,2026-07-06
1973,724,9046,4,17317.2,2026-08-05
1974,643,9681,4,12040.56,2026-10-12
1975,1394,9499,2,6911.46,2026-05-13
1976,703,9180,6,10074.24,2026-11-01
1977,1050,9496,6,17750.16,2026-05-04
1978,1079,9275,9,18441.36,2026-07-04
1979,1341,9986,6,11372.1,2026-05-17
1980,785,9332,7,34668.9,2026-03-07
1981,1052,9485,5,13055.0,2026-05-14
1982,726,9487,5,14307.2,2026-08-21
1983,818,9822,7,21292.6,2026-08-08
1984,918,9942,2,5777.08,2026-04-28
1985,1134,9464,4,9045.04,2026-03-14
1986,1441,9621,3,8528.67,2026-09-21
1987,1431,9930,9,38859.66,2026-07-22
1988,715,9225,1,4234.03,2026-12-20
1989,697,9803,10,12944.7,2026-04-21
1990,1408,9834,4,11950.6,2026-07-25
1991,933,9833,1,1957.24,2026-02-15
1992,930,9926,2,1004.38,2026-04-12
1993,1304,9197,3,4317.84,2026-03-24
1994,1175,9002,9,18306.45,2026-09-10
1995,905,9137,3,3911.55,2026-07-03
1996,1242,9071,1,3064.23,2026-05-26
1997,1277,9789,6,19839.9,2026-09-10
1998,896,9161,6,21985.86,2026-02-26
1999,1441,9877,3,11757.03,2026-11-17
2000,1080,9430,2,5935.4,2026-07-01
