produto_id,nome,categoria,preco
9705,Smartphone,Eletronicos,7495.99
9706,Jaqueta,Vestuario,475.06
9707,Colchao,Moveis,3274.08
9708,Smartwatch,Eletronicos,1686.47
9709,Televisao,Eletronicos,2169.62
9710,Estante,Moveis,975.28
9711,Air Fryer,Eletrodomesticos,595.56
9712,Caderno,Papelaria,30.75
9713,Mesa,Moveis,1618.81
9714,Webcam,Informatica,722.07
9715,Cafeteira,Cozinha,873.14
9716,Liquidificador,Eletrodomesticos,593.77
9717,Headset,Informatica,91.33
9718,Microondas,Eletrodomesticos,1825.52
9719,Panela,Cozinha,730.46
9720,Notebook,Informatica,3176.0
9721,Guarda Roupa,Moveis,3447.7
9722,Caixa de Som,Eletronicos,1818.06
9723,Fone de Ouvido,Eletronicos,1370.65
9724,Mouse,Informatica,177.97
9725,Fone de Ouvido,Eletronicos,1026.58
9726,Mesa,Moveis,2311.54
9727,Smartwatch,Eletronicos,2455.48
9728,Geladeira,Eletrodomesticos,8214.9
9729,Caixa de Som,Eletronicos,348.14
9730,Fogao,Eletrodomesticos,2067.48
9731,Impressora,Informatica,934.05
9732,Carteira,Acessorios,232.52
9733,Fogao,Eletrodomesticos,1330.58
9734,Webcam,Informatica,375.02
9735,Jaqueta,Vestuario,910.03
9736,Webcam,Informatica,713.43
9737,Fone de Ouvido,Eletronicos,1429.04
9738,Cama,Moveis,1393.21
9739,Monitor,Informatica,2261.37
9740,Monitor,Informatica,2429.05
9741,Camera,Eletronicos,2194.33
9742,Cafeteira,Cozinha,990.79
9743,Colchao,Moveis,1620.1
9744,Monitor,Informatica,1425.6
9745,Microondas,Eletrodomesticos,688.66
9746,Calca Jeans,Vestuario,473.41
9747,Carteira,Acessorios,183.97
9748,Air Fryer,Eletrodomesticos,587.53
9749,Caixa de Som,Eletronicos,1999.71
9750,Tablet,Eletronicos,2843.71
9751,Calca Jeans,Vestuario,343.7
9752,Caneta,Papelaria,8.18
9753,Carteira,Acessorios,257.97
9754,Tablet,Eletronicos,633.62
9755,Cafeteira,Cozinha,153.97
9756,Tenis,Vestuario,464.06
9757,Estante,Moveis,1832.53
9758,Jaqueta,Vestuario,355.94
9759,Tablet,Eletronicos,2520.6
9760,Jaqueta,Vestuario,509.32
9761,Cama,Moveis,2051.43
9762,Webcam,Informatica,319.92
9763,Colchao,Moveis,3248.81
9764,Aspirador de Po,Eletrodomesticos,452.94
9765,Headset,Informatica,597.91
9766,Liquidificador,Eletrodomesticos,288.78
9767,Fone de Ouvido,Eletronicos,780.61
9768,Webcam,Informatica,546.7
9769,Sofa,Moveis,5384.35
9770,Vestido,Vestuario,253.0
9771,Armario,Moveis,1200.97
9772,Colchao,Moveis,2422.4
9773,Smartwatch,Eletronicos,2190.91
9774,Notebook,Informatica,7524.98
9775,Jaqueta,Vestuario,353.02
9776,Mouse,Informatica,31.15
9777,Cama,Moveis,2649.02
9778,Caixa de Som,Eletronicos,1218.17
9779,Tenis,Vestuario,830.64
9780,Air Fryer,Eletrodomesticos,797.06
9781,Cadeira,Moveis,733.84
9782,Armario,Moveis,805.13
9783,Tenis,Vestuario,182.05
9784,Smartphone,Eletronicos,5584.58
9785,Fone de Ouvido,Eletronicos,264.44
9786,Mochila Escolar,Papelaria,300.54
9787,Geladeira,Eletrodomesticos,5116.97
9788,Mouse,Informatica,114.17
9789,Colchao,Moveis,3660.21
9790,Oculos de Sol,Acessorios,412.63
9791,Camera,Eletronicos,2229.15
9792,Televisao,Eletronicos,7862.69
9793,Panela,Cozinha,787.84
9794,Liquidificador,Cozinha,206.81
9795,Air Fryer,Eletrodomesticos,361.89
9796,Televisao,Eletronicos,2386.18
9797,Tablet,Eletronicos,1829.59
9798,Cafeteira,Cozinha,1269.11
9799,Smartphone,Eletronicos,6409.65
9800,Camera,Eletronicos,4703.13
9801,Camera,Eletronicos,1537.44
9802,Jogo de Pratos,Cozinha,316.8
9803,Calca Jeans,Vestuario,227.5
9804,Tenis,Vestuario,912.85
9805,Notebook,Informatica,3792.7
9806,Monitor,Informatica,876.92
9807,Mouse,Informatica,72.4
9808,Cama,Moveis,1289.78
9809,Calca Jeans,Vestuario,235.96
9810,Notebook,Informatica,3665.03
9811,Carteira,Acessorios,285.53
9812,Colchao,Moveis,2078.68
9813,Smartphone,Eletronicos,3409.7
9814,Fone de Ouvido,Eletronicos,251.61
9815,Webcam,Informatica,136.53
9816,Tablet,Eletronicos,1578.12
9817,Estante,Moveis,398.35
9818,Mochila,Acessorios,399.88
9819,Cadeira,Moveis,383.37
9820,Cadeira,Moveis,745.71
9821,Mesa,Moveis,2838.51
9822,Notebook,Informatica,5706.13
9823,Oculos de Sol,Acessorios,823.47
9824,Estante,Moveis,497.65
9825,Aspirador de Po,Eletrodomesticos,1558.97
9826,Cadeira,Moveis,669.94
9827,Panela,Cozinha,799.82
9828,Mochila,Acessorios,322.15
9829,Vestido,Vestuario,537.18
9830,Carteira,Acessorios,39.72
9831,Liquidificador,Eletrodomesticos,690.18
9832,Aspirador de Po,Eletrodomesticos,1419.5
9833,Geladeira,Eletrodomesticos,5991.43
9834,Camisa,Vestuario,246.96
9835,Oculos de Sol,Acessorios,767.91
9836,Microondas,Eletrodomesticos,1452.39
9837,Monitor,Informatica,1073.26
9838,Caneta,Papelaria,14.34
9839,Televisao,Eletronicos,3244.35
9840,Fogao,Eletrodomesticos,3515.19
9841,Mesa,Moveis,995.14
9842,Liquidificador,Cozinha,650.0
9843,Mesa,Moveis,2606.76
9844,Headset,Informatica,587.71
9845,Tenis,Vestuario,503.42
9846,Televisao,Eletronicos,9372.67
9847,Televisao,Eletronicos,2337.5
9848,Liquidificador,Eletrodomesticos,558.27
9849,Teclado,Informatica,435.05
9850,Webcam,Informatica,745.38
9851,Mesa,Moveis,312.12
9852,Monitor,Informatica,1230.5
9853,Cadeira,Moveis,1180.03
9854,Geladeira,Eletrodomesticos,2858.89
9855,Mesa,Moveis,918.07
9856,Jogo de Pratos,Cozinha,386.51
9857,Geladeira,Eletrodomesticos,7005.93
9858,Headset,Informatica,542.53
9859,Guarda Roupa,Moveis,1682.13
9860,Jogo de Pratos,Cozinha,405.53
9861,Smartwatch,Eletronicos,1164.77
9862,Camisa,Vestuario,199.52
9863,Monitor,Informatica,2520.86
9864,Mochila Escolar,Papelaria,322.74
9865,Oculos de Sol,Acessorios,407.03
9866,Monitor,Informatica,1394.92
9867,Liquidificador,Cozinha,342.4
9868,Calca Jeans,Vestuario,454.27
9869,Cafeteira,Cozinha,736.13
9870,Mochila Escolar,Papelaria,249.42
9871,Liquidificador,Eletrodomesticos,391.58
9872,Livro,Livros,144.3
9873,Smartwatch,Eletronicos,2104.9
9874,Cafeteira,Cozinha,106.85
9875,Teclado,Informatica,58.63
9876,Cama,Moveis,3983.98
9877,Notebook,Informatica,4333.46
9878,Vestido,Vestuario,183.8
9879,Teclado,Informatica,122.3
9880,Microondas,Eletrodomesticos,1272.29
9881,Jaqueta,Vestuario,489.01
9882,Cafeteira,Cozinha,100.65
9883,Sofa,Moveis,5689.49
9884,Cafeteira,Cozinha,1079.62
9885,Relogio,Acessorios,1103.49
9886,Oculos de Sol,Acessorios,81.2
9887,Air Fryer,Eletrodomesticos,654.91
9888,Air Fryer,Eletrodomesticos,665.23
9889,Headset,Informatica,387.84
9890,Geladeira,Eletrodomesticos,8125.26
9891,Monitor,Informatica,1082.66
9892,Jaqueta,Vestuario,936.12
9893,Mochila,Acessorios,597.6
9894,Mesa,Moveis,459.72
9895,Relogio,Acessorios,1713.99
9896,Sofa,Moveis,5058.02
9897,Estante,Moveis,2263.97
9898,Caneta,Papelaria,9.06
9899,Monitor,Informatica,3208.92
9900,Carteira,Acessorios,82.39
9901,Camera,Eletronicos,2404.01
9902,Liquidificador,Cozinha,306.72
9903,Estante,Moveis,1530.26
9904,Fogao,Eletrodomesticos,3365.47
9905,Impressora,Informatica,1388.29
9906,Microondas,Eletrodomesticos,406.62
9907,Microondas,Eletrodomesticos,431.37
9908,Jaqueta,Vestuario,643.09
9909,Tenis,Vestuario,1145.82
9910,Notebook,Informatica,7431.48
9911,Colchao,Moveis,1789.44
9912,Camera,Eletronicos,5093.82
9913,Sofa,Moveis,4930.04
9914,Monitor,Informatica,2479.16
9915,Geladeira,Eletrodomesticos,6153.24
9916,Camera,Eletronicos,2124.92
9917,Guarda Roupa,Moveis,3398.57
9918,Tablet,Eletronicos,3300.82
9919,Colchao,Moveis,3334.67
9920,Teclado,Informatica,435.36
9921,Liquidificador,Eletrodomesticos,269.41
9922,Microondas,Eletrodomesticos,1370.54
9923,Caneta,Papelaria,6.97
9924,Teclado,Informatica,116.38
9925,Sofa,Moveis,4744.94
9926,Livro,Livros,163.09
9927,Mochila,Acessorios,527.09
9928,Liquidificador,Eletrodomesticos,579.66
9929,Camisa,Vestuario,260.22
9930,Tablet,Eletronicos,3487.99
9931,Liquidificador,Eletrodomesticos,597.78
9932,Mouse,Informatica,189.15
9933,Caixa de Som,Eletronicos,1208.55
9934,Cadeira,Moveis,926.03
9935,Mochila Escolar,Papelaria,362.13
9936,Cafeteira,Cozinha,839.78
9937,Relogio,Acessorios,446.46
9938,Panela,Cozinha,111.18
9939,Aspirador de Po,Eletrodomesticos,694.82
9940,Geladeira,Eletrodomesticos,2991.76
9941,Air Fryer,Eletrodomesticos,1107.36
9942,Webcam,Informatica,692.38
9943,Caneta,Papelaria,9.82
9944,Jaqueta,Vestuario,216.86
9945,Cadeira,Moveis,839.55
9946,Televisao,Eletronicos,6414.78
9947,Tenis,Vestuario,165.7
9948,Sofa,Moveis,5338.45
9949,Caneta,Papelaria,11.26
9950,Impressora,Informatica,1718.22
9951,Caderno,Papelaria,97.31
9952,Jogo de Pratos,Cozinha,168.71
9953,Mouse,Informatica,201.54
9954,Caixa de Som,Eletronicos,449.32
9955,Smartphone,Eletronicos,4933.62
9956,Monitor,Informatica,1949.38
9957,Relogio,Acessorios,1271.07
9958,Armario,Moveis,3174.35
9959,Jogo de Pratos,Cozinha,410.93
9960,Guarda Roupa,Moveis,1805.88
9961,Fogao,Eletrodomesticos,1934.83
9962,Livro,Livros,199.16
9963,Tablet,Eletronicos,1559.16
9964,Guarda Roupa,Moveis,2131.55
9965,Headset,Informatica,92.15
9966,Panela,Cozinha,355.41
9967,Mochila Escolar,Papelaria,51.14
9968,Geladeira,Eletrodomesticos,6383.03
9969,Calca Jeans,Vestuario,263.24
9970,Aspirador de Po,Eletrodomesticos,1368.73
9971,Oculos de Sol,Acessorios,199.64
9972,Calca Jeans,Vestuario,310.59
9973,Caixa de Som,Eletronicos,1494.44
9974,Smartwatch,Eletronicos,2327.21
9975,Cama,Moveis,3448.19
9976,Carteira,Acessorios,109.67
9977,Headset,Informatica,335.75
9978,Fogao,Eletrodomesticos,1336.42
9979,Caixa de Som,Eletronicos,670.81
9980,Geladeira,Eletrodomesticos,4235.72
9981,Vestido,Vestuario,108.31
9982,Calca Jeans,Vestuario,485.43
9983,Liquidificador,Cozinha,647.82
9984,Carteira,Acessorios,51.78
9985,Caneta,Papelaria,29.72
9986,Liquidificador,Cozinha,534.6
9987,Armario,Moveis,2937.48
9988,Air Fryer,Eletrodomesticos,849.11
9989,Caneta,Papelaria,11.67
9990,Notebook,Informatica,3402.38
9991,Headset,Informatica,459.02
9992,Fogao,Eletrodomesticos,3356.91
9993,Aspirador de Po,Eletrodomesticos,1163.33
9994,Headset,Informatica,502.8
9995,Oculos de Sol,Acessorios,236.58
9996,Calca Jeans,Vestuario,380.55
9997,Tenis,Vestuario,934.29
9998,Fone de Ouvido,Eletronicos,767.44
9999,Liquidificador,Eletrodomesticos,172.6
10000,Microondas,Eletrodomesticos,1593.41
